Date,Average_price($/unit),Total_Volume (units),Type,Year,City,State,Mileage (miles),Average_price,Total_Volume,Mileage_miles,Revenue
2021-07-04,$1.12 ,1085822,conventional,2021,Denver,CO,1032,1.12,1085822,1032,1216120.6400000001
2021-07-04,$1.82 ,36569,organic,2021,Denver,CO,1032,1.82,36569,1032,66555.58
2021-07-04,$1.14 ,437784,conventional,2021,Detroit,MI,2296,1.14,437784,2296,499073.75999999995
2021-07-04,$1.47 ,16060,organic,2021,Detroit,MI,2296,1.47,16060,2296,23608.2
2021-07-04,$1.44 ,193813,conventional,2021,Grand Rapids,MI,2193,1.44,193813,2193,279090.72
2021-07-04,$0.93 ,13250,organic,2021,Grand Rapids,MI,2193,0.93,13250,2193,12322.5
2021-07-04,$1.14 ,399602,conventional,2021,HarrisburgScranton,PA,2717,1.14,399602,2717,455546.27999999997
2021-07-04,$1.62 ,11308,organic,2021,HarrisburgScranton,PA,2717,1.62,11308,2717,18318.960000000003
2021-07-04,$1.46 ,380800,conventional,2021,HartfordSpringfield,CT,2906,1.46,380800,2906,555968.0
2021-07-04,$1.92 ,8183,organic,2021,HartfordSpringfield,CT,2906,1.92,8183,2906,15711.359999999999
2021-07-04,$0.83 ,1243633,conventional,2021,Houston,TX,1656,0.83,1243633,1656,1032215.3899999999
2021-07-04,$1.68 ,11182,organic,2021,Houston,TX,1656,1.68,11182,1656,18785.76
2021-07-04,$1.06 ,269920,conventional,2021,Indianapolis,IN,2083,1.06,269920,2083,286115.2
2021-07-04,$1.69 ,7659,organic,2021,Indianapolis,IN,2083,1.69,7659,2083,12943.71
2021-07-04,$1.02 ,248475,conventional,2021,Jacksonville,FL,2440,1.02,248475,2440,253444.5
2021-07-04,$1.47 ,12503,organic,2021,Jacksonville,FL,2440,1.47,12503,2440,18379.41
2021-07-04,$0.93 ,450948,conventional,2021,Las Vegas,NV,286,0.93,450948,286,419381.64
2021-07-04,$1.68 ,13103,organic,2021,Las Vegas,NV,286,1.68,13103,286,22013.04
2021-07-04,$1.34 ,3023763,conventional,2021,Los Angeles,CA,111,1.34,3023763,111,4051842.4200000004
2021-07-04,$1.77 ,141655,organic,2021,Los Angeles,CA,111,1.77,141655,111,250729.35
2021-07-04,$1.13 ,123202,conventional,2021,Louisville,KY,2101,1.13,123202,2101,139218.25999999998
2021-07-04,$2.17 ,4911,organic,2021,Louisville,KY,2101,2.17,4911,2101,10656.869999999999
2021-07-04,$1.12 ,279417,conventional,2021,Nashville,TN,2022,1.12,279417,2022,312947.04000000004
2021-07-04,$1.86 ,15107,organic,2021,Nashville,TN,2022,1.86,15107,2022,28099.02
2021-07-04,$0.90 ,337723,conventional,2021,New Orleans,LA,1954,0.9,337723,1954,303950.7
2021-07-04,$1.16 ,17486,organic,2021,New Orleans,LA,1954,1.16,17486,1954,20283.76
2021-07-04,$1.28 ,2139151,conventional,2021,New York,NY,2794,1.28,2139151,2794,2738113.2800000003
2021-07-04,$1.64 ,84147,organic,2021,New York,NY,2794,1.64,84147,2794,138001.08
2021-07-04,$0.98 ,614825,conventional,2021,Orlando,FL,2617,0.98,614825,2617,602528.5
2021-07-04,$1.48 ,30315,organic,2021,Orlando,FL,2617,1.48,30315,2617,44866.2
2021-07-04,$1.16 ,631995,conventional,2021,Philadelphia,PA,2759,1.16,631995,2759,733114.2
2021-07-04,$1.64 ,18969,organic,2021,Philadelphia,PA,2759,1.64,18969,2759,31109.16
2021-07-04,$0.79 ,1452281,conventional,2021,PhoenixTucson,AZ,482,0.79,1452281,482,1147301.99
2021-07-04,$1.60 ,21470,organic,2021,PhoenixTucson,AZ,482,1.6,21470,482,34352.0
2021-07-04,$1.23 ,113385,conventional,2021,Pittsburgh,PA,2445,1.23,113385,2445,139463.55
2021-07-04,$1.47 ,11763,organic,2021,Pittsburgh,PA,2445,1.47,11763,2445,17291.61
2021-07-04,$1.15 ,730487,conventional,2021,Portland,OR,855,1.15,730487,855,840060.0499999999
2021-07-04,$2.26 ,28503,organic,2021,Portland,OR,855,2.26,28503,855,64416.77999999999
2021-07-04,$1.18 ,441310,conventional,2021,RaleighGreensboro,NC,2557,1.18,441310,2557,520745.8
2021-07-04,$1.53 ,15793,organic,2021,RaleighGreensboro,NC,2557,1.53,15793,2557,24163.29
2021-07-04,$1.14 ,314995,conventional,2021,RichmondNorfolk,VA,2632,1.14,314995,2632,359094.3
2021-07-04,$1.52 ,12883,organic,2021,RichmondNorfolk,VA,2632,1.52,12883,2632,19582.16
2021-07-04,$1.51 ,526205,conventional,2021,Sacramento,CA,277,1.51,526205,277,794569.55
2021-07-04,$1.43 ,22419,organic,2021,Sacramento,CA,277,1.43,22419,277,32059.17
2021-07-04,$1.42 ,536642,conventional,2021,San Diego,CA,253,1.42,536642,253,762031.64
2021-07-04,$2.07 ,28066,organic,2021,San Diego,CA,253,2.07,28066,253,58096.619999999995
2021-07-04,$1.60 ,766216,conventional,2021,San Francisco,CA,283,1.6,766216,283,1225945.6
2021-07-04,$1.73 ,66051,organic,2021,San Francisco,CA,283,1.73,66051,283,114268.23
2021-07-04,$1.61 ,562759,conventional,2021,Seattle,WA,1029,1.61,562759,1029,906041.9900000001
2021-07-04,$2.19 ,53010,organic,2021,Seattle,WA,1029,2.19,53010,1029,116091.9
2021-07-04,$1.31 ,94870,conventional,2021,Spokane,WA,1097,1.31,94870,1097,124279.70000000001
2021-07-04,$2.14 ,3627,organic,2021,Spokane,WA,1097,2.14,3627,1097,7761.780000000001
2021-07-04,$1.02 ,232635,conventional,2021,St. Louis,MO,1841,1.02,232635,1841,237287.7
2021-07-04,$2.02 ,4009,organic,2021,St. Louis,MO,1841,2.02,4009,1841,8098.18
2021-07-04,$1.21 ,95614,conventional,2021,Syracuse,NY,2693,1.21,95614,2693,115692.94
2021-07-04,$1.61 ,3375,organic,2021,Syracuse,NY,2693,1.61,3375,2693,5433.75
2021-07-04,$0.97 ,632892,conventional,2021,Tampa,FL,2636,0.97,632892,2636,613905.24
2021-07-04,$1.40 ,27744,organic,2021,Tampa,FL,2636,1.4,27744,2636,38841.6
2021-07-11,$1.13 ,125883,conventional,2021,Albany,NY,2832,1.13,125883,2832,142247.78999999998
2021-07-11,$1.96 ,1627,organic,2021,Albany,NY,2832,1.96,1627,2832,3188.92
2021-07-11,$1.02 ,696809,conventional,2021,Atlanta,GA,2199,1.02,696809,2199,710745.18
2021-07-11,$1.72 ,24539,organic,2021,Atlanta,GA,2199,1.72,24539,2199,42207.08
2021-07-11,$1.36 ,900614,conventional,2021,BaltimoreWashington,MD,2679,1.36,900614,2679,1224835.04
2021-07-11,$1.75 ,41091,organic,2021,BaltimoreWashington,MD,2679,1.75,41091,2679,71909.25
2021-07-11,$1.10 ,131404,conventional,2021,Boise,ID,827,1.1,131404,827,144544.40000000002
2021-07-11,$1.92 ,7397,organic,2021,Boise,ID,827,1.92,7397,827,14202.24
2021-07-11,$1.48 ,628628,conventional,2021,Boston,MA,2998,1.48,628628,2998,930369.44
2021-07-11,$2.05 ,28273,organic,2021,Boston,MA,2998,2.05,28273,2998,57959.649999999994
2021-07-11,$1.20 ,171535,conventional,2021,BuffaloRochester,NY,2552,1.2,171535,2552,205842.0
2021-07-11,$1.75 ,9408,organic,2021,BuffaloRochester,NY,2552,1.75,9408,2552,16464.0
2021-07-11,$1.26 ,316142,conventional,2021,Charlotte,NC,2428,1.26,316142,2428,398338.92
2021-07-11,$1.54 ,13369,organic,2021,Charlotte,NC,2428,1.54,13369,2428,20588.260000000002
2021-07-11,$1.37 ,779916,conventional,2021,Chicago,IL,2030,1.37,779916,2030,1068484.9200000002
2021-07-11,$1.84 ,33333,organic,2021,Chicago,IL,2030,1.84,33333,2030,61332.72
2021-07-11,$1.16 ,271412,conventional,2021,CincinnatiDayton,OH,2190,1.16,271412,2190,314837.92
2021-07-11,$2.24 ,10628,organic,2021,CincinnatiDayton,OH,2190,2.24,10628,2190,23806.72
2021-07-11,$1.06 ,227415,conventional,2021,Columbus,OH,2261,1.06,227415,2261,241059.90000000002
2021-07-11,$2.03 ,6121,organic,2021,Columbus,OH,2261,2.03,6121,2261,12425.63
2021-07-11,$0.80 ,1534366,conventional,2021,DallasFtWorth,TX,1449,0.8,1534366,1449,1227492.8
2021-07-11,$1.51 ,34640,organic,2021,DallasFtWorth,TX,1449,1.51,34640,1449,52306.4
2021-07-11,$1.01 ,1137693,conventional,2021,Denver,CO,1032,1.01,1137693,1032,1149069.93
2021-07-11,$1.76 ,29514,organic,2021,Denver,CO,1032,1.76,29514,1032,51944.64
2021-07-11,$1.08 ,396937,conventional,2021,Detroit,MI,2296,1.08,396937,2296,428691.96
2021-07-11,$1.27 ,19289,organic,2021,Detroit,MI,2296,1.27,19289,2296,24497.03
2021-07-11,$1.38 ,159328,conventional,2021,Grand Rapids,MI,2193,1.38,159328,2193,219872.63999999998
2021-07-11,$0.84 ,13438,organic,2021,Grand Rapids,MI,2193,0.84,13438,2193,11287.92
2021-07-11,$1.09 ,372458,conventional,2021,HarrisburgScranton,PA,2717,1.09,372458,2717,405979.22000000003
2021-07-11,$1.64 ,10159,organic,2021,HarrisburgScranton,PA,2717,1.64,10159,2717,16660.76
2021-07-11,$1.47 ,365675,conventional,2021,HartfordSpringfield,CT,2906,1.47,365675,2906,537542.25
2021-07-11,$2.00 ,7693,organic,2021,HartfordSpringfield,CT,2906,2.0,7693,2906,15386.0
2021-07-11,$0.83 ,1183540,conventional,2021,Houston,TX,1656,0.83,1183540,1656,982338.2
2021-07-11,$1.79 ,11560,organic,2021,Houston,TX,1656,1.79,11560,1656,20692.4
2021-07-11,$1.00 ,256425,conventional,2021,Indianapolis,IN,2083,1.0,256425,2083,256425.0
2021-07-11,$1.55 ,8128,organic,2021,Indianapolis,IN,2083,1.55,8128,2083,12598.4
2021-07-11,$1.01 ,226015,conventional,2021,Jacksonville,FL,2440,1.01,226015,2440,228275.15
2021-07-11,$1.45 ,9604,organic,2021,Jacksonville,FL,2440,1.45,9604,2440,13925.8
2021-07-11,$0.96 ,421755,conventional,2021,Las Vegas,NV,286,0.96,421755,286,404884.8
2021-07-11,$1.73 ,13830,organic,2021,Las Vegas,NV,286,1.73,13830,286,23925.9
2021-07-11,$1.18 ,2968155,conventional,2021,Los Angeles,CA,111,1.18,2968155,111,3502422.9
2021-07-11,$1.70 ,126227,organic,2021,Los Angeles,CA,111,1.7,126227,111,214585.9
2021-07-11,$1.10 ,111558,conventional,2021,Louisville,KY,2101,1.1,111558,2101,122713.8
2021-07-11,$2.22 ,3654,organic,2021,Louisville,KY,2101,2.22,3654,2101,8111.880000000001
2021-07-11,$1.10 ,262112,conventional,2021,Nashville,TN,2022,1.1,262112,2022,288323.2
2021-07-11,$1.93 ,13462,organic,2021,Nashville,TN,2022,1.93,13462,2022,25981.66
2021-07-11,$0.87 ,314970,conventional,2021,New Orleans,LA,1954,0.87,314970,1954,274023.9
2021-07-11,$1.18 ,11067,organic,2021,New Orleans,LA,1954,1.18,11067,1954,13059.06
2021-07-11,$1.34 ,1885600,conventional,2021,New York,NY,2794,1.34,1885600,2794,2526704.0
2021-07-11,$1.70 ,79654,organic,2021,New York,NY,2794,1.7,79654,2794,135411.8
2021-07-11,$0.96 ,614315,conventional,2021,Orlando,FL,2617,0.96,614315,2617,589742.4
2021-07-11,$1.40 ,17107,organic,2021,Orlando,FL,2617,1.4,17107,2617,23949.8
2021-07-11,$1.13 ,597008,conventional,2021,Philadelphia,PA,2759,1.13,597008,2759,674619.0399999999
2021-07-11,$1.79 ,19622,organic,2021,Philadelphia,PA,2759,1.79,19622,2759,35123.38
2021-07-11,$0.83 ,1358170,conventional,2021,PhoenixTucson,AZ,482,0.83,1358170,482,1127281.0999999999
2021-07-11,$1.63 ,21534,organic,2021,PhoenixTucson,AZ,482,1.63,21534,482,35100.42
2021-07-11,$0.99 ,143700,conventional,2021,Pittsburgh,PA,2445,0.99,143700,2445,142263.0
2021-07-11,$1.49 ,2703,organic,2021,Pittsburgh,PA,2445,1.49,2703,2445,4027.47
2021-07-11,$1.07 ,754728,conventional,2021,Portland,OR,855,1.07,754728,855,807558.9600000001
2021-07-11,$2.07 ,28500,organic,2021,Portland,OR,855,2.07,28500,855,58994.99999999999
2021-07-11,$1.14 ,428487,conventional,2021,RaleighGreensboro,NC,2557,1.14,428487,2557,488475.17999999993
2021-07-11,$1.51 ,16078,organic,2021,RaleighGreensboro,NC,2557,1.51,16078,2557,24277.78
2021-07-11,$1.07 ,307745,conventional,2021,RichmondNorfolk,VA,2632,1.07,307745,2632,329287.15
2021-07-11,$1.50 ,13485,organic,2021,RichmondNorfolk,VA,2632,1.5,13485,2632,20227.5
2021-07-11,$1.12 ,579729,conventional,2021,Sacramento,CA,277,1.12,579729,277,649296.4800000001
2021-07-11,$1.64 ,18504,organic,2021,Sacramento,CA,277,1.64,18504,277,30346.559999999998
2021-07-11,$1.10 ,585425,conventional,2021,San Diego,CA,253,1.1,585425,253,643967.5
2021-07-11,$2.06 ,23412,organic,2021,San Diego,CA,253,2.06,23412,253,48228.72
2021-07-11,$1.46 ,814742,conventional,2021,San Francisco,CA,283,1.46,814742,283,1189523.32
2021-07-11,$1.93 ,59878,organic,2021,San Francisco,CA,283,1.93,59878,283,115564.54
2021-07-11,$1.49 ,591806,conventional,2021,Seattle,WA,1029,1.49,591806,1029,881790.94
2021-07-11,$2.18 ,48985,organic,2021,Seattle,WA,1029,2.18,48985,1029,106787.3
2021-07-11,$1.24 ,94220,conventional,2021,Spokane,WA,1097,1.24,94220,1097,116832.8
2021-07-11,$2.03 ,3056,organic,2021,Spokane,WA,1097,2.03,3056,1097,6203.679999999999
2021-07-11,$0.95 ,229447,conventional,2021,St. Louis,MO,1841,0.95,229447,1841,217974.65
2021-07-11,$2.45 ,2461,organic,2021,St. Louis,MO,1841,2.45,2461,1841,6029.450000000001
2021-07-11,$1.22 ,78238,conventional,2021,Syracuse,NY,2693,1.22,78238,2693,95450.36
2021-07-11,$1.73 ,2257,organic,2021,Syracuse,NY,2693,1.73,2257,2693,3904.61
2021-07-11,$0.95 ,594563,conventional,2021,Tampa,FL,2636,0.95,594563,2636,564834.85
2021-07-11,$1.25 ,15542,organic,2021,Tampa,FL,2636,1.25,15542,2636,19427.5
2021-07-18,$1.10 ,128903,conventional,2021,Albany,NY,2832,1.1,128903,2832,141793.30000000002
2021-07-18,$1.70 ,4252,organic,2021,Albany,NY,2832,1.7,4252,2832,7228.4
2021-07-18,$0.95 ,769620,conventional,2021,Atlanta,GA,2199,0.95,769620,2199,731139.0
2021-07-18,$1.62 ,28025,organic,2021,Atlanta,GA,2199,1.62,28025,2199,45400.5
2021-07-18,$1.34 ,893189,conventional,2021,BaltimoreWashington,MD,2679,1.34,893189,2679,1196873.26
2021-07-18,$1.77 ,52509,organic,2021,BaltimoreWashington,MD,2679,1.77,52509,2679,92940.93000000001
2021-07-18,$1.22 ,118242,conventional,2021,Boise,ID,827,1.22,118242,827,144255.24
2021-07-18,$1.91 ,6463,organic,2021,Boise,ID,827,1.91,6463,827,12344.33
2021-07-18,$1.49 ,589585,conventional,2021,Boston,MA,2998,1.49,589585,2998,878481.65
2021-07-18,$2.06 ,31434,organic,2021,Boston,MA,2998,2.06,31434,2998,64754.04
2021-07-18,$1.19 ,175899,conventional,2021,BuffaloRochester,NY,2552,1.19,175899,2552,209319.81
2021-07-18,$1.76 ,14193,organic,2021,BuffaloRochester,NY,2552,1.76,14193,2552,24979.68
2021-07-18,$1.23 ,310551,conventional,2021,Charlotte,NC,2428,1.23,310551,2428,381977.73
2021-07-18,$1.63 ,18700,organic,2021,Charlotte,NC,2428,1.63,18700,2428,30480.999999999996
2021-07-18,$1.04 ,1035033,conventional,2021,Chicago,IL,2030,1.04,1035033,2030,1076434.32
2021-07-18,$1.82 ,35452,organic,2021,Chicago,IL,2030,1.82,35452,2030,64522.64
2021-07-18,$1.01 ,325073,conventional,2021,CincinnatiDayton,OH,2190,1.01,325073,2190,328323.73
2021-07-18,$1.97 ,11774,organic,2021,CincinnatiDayton,OH,2190,1.97,11774,2190,23194.78
2021-07-18,$0.99 ,267524,conventional,2021,Columbus,OH,2261,0.99,267524,2261,264848.76
2021-07-18,$1.92 ,6777,organic,2021,Columbus,OH,2261,1.92,6777,2261,13011.84
2021-07-18,$0.76 ,1571051,conventional,2021,DallasFtWorth,TX,1449,0.76,1571051,1449,1193998.76
2021-07-18,$1.46 ,40231,organic,2021,DallasFtWorth,TX,1449,1.46,40231,1449,58737.26
2021-07-18,$0.94 ,1096132,conventional,2021,Denver,CO,1032,0.94,1096132,1032,1030364.08
2021-07-18,$1.79 ,32829,organic,2021,Denver,CO,1032,1.79,32829,1032,58763.91
2021-07-18,$0.96 ,557139,conventional,2021,Detroit,MI,2296,0.96,557139,2296,534853.44
2021-07-18,$1.44 ,19810,organic,2021,Detroit,MI,2296,1.44,19810,2296,28526.399999999998
2021-07-18,$1.03 ,251584,conventional,2021,Grand Rapids,MI,2193,1.03,251584,2193,259131.52000000002
2021-07-18,$0.89 ,22924,organic,2021,Grand Rapids,MI,2193,0.89,22924,2193,20402.36
2021-07-18,$1.04 ,392227,conventional,2021,HarrisburgScranton,PA,2717,1.04,392227,2717,407916.08
2021-07-18,$1.59 ,14671,organic,2021,HarrisburgScranton,PA,2717,1.59,14671,2717,23326.89
2021-07-18,$1.39 ,347355,conventional,2021,HartfordSpringfield,CT,2906,1.39,347355,2906,482823.44999999995
2021-07-18,$2.18 ,16307,organic,2021,HartfordSpringfield,CT,2906,2.18,16307,2906,35549.26
2021-07-18,$0.78 ,1282866,conventional,2021,Houston,TX,1656,0.78,1282866,1656,1000635.48
2021-07-18,$1.66 ,17257,organic,2021,Houston,TX,1656,1.66,17257,1656,28646.62
2021-07-18,$0.92 ,292674,conventional,2021,Indianapolis,IN,2083,0.92,292674,2083,269260.08
2021-07-18,$1.61 ,7853,organic,2021,Indianapolis,IN,2083,1.61,7853,2083,12643.33
2021-07-18,$0.98 ,237200,conventional,2021,Jacksonville,FL,2440,0.98,237200,2440,232456.0
2021-07-18,$1.37 ,10109,organic,2021,Jacksonville,FL,2440,1.37,10109,2440,13849.330000000002
2021-07-18,$0.95 ,406672,conventional,2021,Las Vegas,NV,286,0.95,406672,286,386338.39999999997
2021-07-18,$1.70 ,13828,organic,2021,Las Vegas,NV,286,1.7,13828,286,23507.6
2021-07-18,$1.10 ,3336595,conventional,2021,Los Angeles,CA,111,1.1,3336595,111,3670254.5000000005
2021-07-18,$1.84 ,136745,organic,2021,Los Angeles,CA,111,1.84,136745,111,251610.80000000002
2021-07-18,$1.04 ,117312,conventional,2021,Louisville,KY,2101,1.04,117312,2101,122004.48000000001
2021-07-18,$2.16 ,5380,organic,2021,Louisville,KY,2101,2.16,5380,2101,11620.800000000001
2021-07-18,$0.98 ,289167,conventional,2021,Nashville,TN,2022,0.98,289167,2022,283383.66
2021-07-18,$1.66 ,16124,organic,2021,Nashville,TN,2022,1.66,16124,2022,26765.84
2021-07-18,$0.87 ,334092,conventional,2021,New Orleans,LA,1954,0.87,334092,1954,290660.04
2021-07-18,$1.22 ,10626,organic,2021,New Orleans,LA,1954,1.22,10626,1954,12963.72
2021-07-18,$1.26 ,1943956,conventional,2021,New York,NY,2794,1.26,1943956,2794,2449384.56
2021-07-18,$1.78 ,88110,organic,2021,New York,NY,2794,1.78,88110,2794,156835.8
2021-07-18,$0.93 ,619258,conventional,2021,Orlando,FL,2617,0.93,619258,2617,575909.9400000001
2021-07-18,$1.46 ,24505,organic,2021,Orlando,FL,2617,1.46,24505,2617,35777.299999999996
2021-07-18,$1.12 ,597525,conventional,2021,Philadelphia,PA,2759,1.12,597525,2759,669228.0000000001
2021-07-18,$1.78 ,26637,organic,2021,Philadelphia,PA,2759,1.78,26637,2759,47413.86
2021-07-18,$0.92 ,1194034,conventional,2021,PhoenixTucson,AZ,482,0.92,1194034,482,1098511.28
2021-07-18,$1.66 ,23494,organic,2021,PhoenixTucson,AZ,482,1.66,23494,482,39000.04
2021-07-18,$1.19 ,116398,conventional,2021,Pittsburgh,PA,2445,1.19,116398,2445,138513.62
2021-07-18,$1.79 ,6820,organic,2021,Pittsburgh,PA,2445,1.79,6820,2445,12207.800000000001
2021-07-18,$1.25 ,654592,conventional,2021,Portland,OR,855,1.25,654592,855,818240.0
2021-07-18,$2.06 ,33796,organic,2021,Portland,OR,855,2.06,33796,855,69619.76
2021-07-18,$1.13 ,428275,conventional,2021,RaleighGreensboro,NC,2557,1.13,428275,2557,483950.74999999994
2021-07-18,$1.63 ,22894,organic,2021,RaleighGreensboro,NC,2557,1.63,22894,2557,37317.22
2021-07-18,$0.97 ,339718,conventional,2021,RichmondNorfolk,VA,2632,0.97,339718,2632,329526.45999999996
2021-07-18,$1.63 ,18139,organic,2021,RichmondNorfolk,VA,2632,1.63,18139,2632,29566.57
2021-07-18,$1.47 ,464164,conventional,2021,Sacramento,CA,277,1.47,464164,277,682321.08
2021-07-18,$1.75 ,26696,organic,2021,Sacramento,CA,277,1.75,26696,277,46718.0
2021-07-18,$1.05 ,695013,conventional,2021,San Diego,CA,253,1.05,695013,253,729763.65
2021-07-18,$2.19 ,27843,organic,2021,San Diego,CA,253,2.19,27843,253,60976.17
2021-07-18,$1.52 ,699266,conventional,2021,San Francisco,CA,283,1.52,699266,283,1062884.32
2021-07-18,$2.07 ,67380,organic,2021,San Francisco,CA,283,2.07,67380,283,139476.59999999998
2021-07-18,$1.45 ,556958,conventional,2021,Seattle,WA,1029,1.45,556958,1029,807589.1
2021-07-18,$2.00 ,74634,organic,2021,Seattle,WA,1029,2.0,74634,1029,149268.0
2021-07-18,$1.21 ,86486,conventional,2021,Spokane,WA,1097,1.21,86486,1097,104648.06
2021-07-18,$2.18 ,3945,organic,2021,Spokane,WA,1097,2.18,3945,1097,8600.1
2021-07-18,$0.92 ,224993,conventional,2021,St. Louis,MO,1841,0.92,224993,1841,206993.56
2021-07-18,$2.42 ,4917,organic,2021,St. Louis,MO,1841,2.42,4917,1841,11899.14
2021-07-18,$1.19 ,83179,conventional,2021,Syracuse,NY,2693,1.19,83179,2693,98983.01
2021-07-18,$1.76 ,4442,organic,2021,Syracuse,NY,2693,1.76,4442,2693,7817.92
2021-07-18,$0.93 ,617506,conventional,2021,Tampa,FL,2636,0.93,617506,2636,574280.5800000001
2021-07-18,$1.32 ,19303,organic,2021,Tampa,FL,2636,1.32,19303,2636,25479.960000000003
2021-07-25,$1.09 ,126508,conventional,2021,Albany,NY,2832,1.09,126508,2832,137893.72
2021-07-25,$1.70 ,4335,organic,2021,Albany,NY,2832,1.7,4335,2832,7369.5
2021-07-25,$0.95 ,719399,conventional,2021,Atlanta,GA,2199,0.95,719399,2199,683429.0499999999
2021-07-25,$1.74 ,26441,organic,2021,Atlanta,GA,2199,1.74,26441,2199,46007.34
2021-07-25,$1.39 ,852133,conventional,2021,BaltimoreWashington,MD,2679,1.39,852133,2679,1184464.8699999999
2021-07-25,$1.81 ,52732,organic,2021,BaltimoreWashington,MD,2679,1.81,52732,2679,95444.92
2021-07-25,$1.22 ,118180,conventional,2021,Boise,ID,827,1.22,118180,827,144179.6
2021-07-25,$1.99 ,5729,organic,2021,Boise,ID,827,1.99,5729,827,11400.71
2021-07-25,$1.50 ,566894,conventional,2021,Boston,MA,2998,1.5,566894,2998,850341.0
2021-07-25,$2.06 ,31979,organic,2021,Boston,MA,2998,2.06,31979,2998,65876.74
2021-07-25,$1.18 ,165742,conventional,2021,BuffaloRochester,NY,2552,1.18,165742,2552,195575.56
2021-07-25,$1.66 ,13685,organic,2021,BuffaloRochester,NY,2552,1.66,13685,2552,22717.1
2021-07-25,$1.26 ,304611,conventional,2021,Charlotte,NC,2428,1.26,304611,2428,383809.86
2021-07-25,$1.69 ,16587,organic,2021,Charlotte,NC,2428,1.69,16587,2428,28032.03
2021-07-25,$1.33 ,797130,conventional,2021,Chicago,IL,2030,1.33,797130,2030,1060182.9000000001
2021-07-25,$1.74 ,39927,organic,2021,Chicago,IL,2030,1.74,39927,2030,69472.98
2021-07-25,$1.02 ,290403,conventional,2021,CincinnatiDayton,OH,2190,1.02,290403,2190,296211.06
2021-07-25,$1.90 ,13813,organic,2021,CincinnatiDayton,OH,2190,1.9,13813,2190,26244.699999999997
2021-07-25,$1.03 ,233411,conventional,2021,Columbus,OH,2261,1.03,233411,2261,240413.33000000002
2021-07-25,$1.91 ,8079,organic,2021,Columbus,OH,2261,1.91,8079,2261,15430.89
2021-07-25,$0.76 ,1549818,conventional,2021,DallasFtWorth,TX,1449,0.76,1549818,1449,1177861.68
2021-07-25,$1.52 ,40461,organic,2021,DallasFtWorth,TX,1449,1.52,40461,1449,61500.72
2021-07-25,$1.01 ,1073130,conventional,2021,Denver,CO,1032,1.01,1073130,1032,1083861.3
2021-07-25,$1.79 ,24196,organic,2021,Denver,CO,1032,1.79,24196,1032,43310.840000000004
2021-07-25,$0.97 ,489752,conventional,2021,Detroit,MI,2296,0.97,489752,2296,475059.44
2021-07-25,$1.44 ,18738,organic,2021,Detroit,MI,2296,1.44,18738,2296,26982.719999999998
2021-07-25,$1.05 ,227587,conventional,2021,Grand Rapids,MI,2193,1.05,227587,2193,238966.35
2021-07-25,$1.25 ,12820,organic,2021,Grand Rapids,MI,2193,1.25,12820,2193,16025.0
2021-07-25,$1.07 ,372872,conventional,2021,HarrisburgScranton,PA,2717,1.07,372872,2717,398973.04000000004
2021-07-25,$1.60 ,13461,organic,2021,HarrisburgScranton,PA,2717,1.6,13461,2717,21537.600000000002
2021-07-25,$1.49 ,311894,conventional,2021,HartfordSpringfield,CT,2906,1.49,311894,2906,464722.06
2021-07-25,$2.16 ,17501,organic,2021,HartfordSpringfield,CT,2906,2.16,17501,2906,37802.16
2021-07-25,$0.79 ,1218693,conventional,2021,Houston,TX,1656,0.79,1218693,1656,962767.4700000001
2021-07-25,$1.69 ,17451,organic,2021,Houston,TX,1656,1.69,17451,1656,29492.19
2021-07-25,$0.91 ,275822,conventional,2021,Indianapolis,IN,2083,0.91,275822,2083,250998.02000000002
2021-07-25,$1.66 ,7843,organic,2021,Indianapolis,IN,2083,1.66,7843,2083,13019.38
2021-07-25,$0.97 ,235140,conventional,2021,Jacksonville,FL,2440,0.97,235140,2440,228085.8
2021-07-25,$1.45 ,10202,organic,2021,Jacksonville,FL,2440,1.45,10202,2440,14792.9
2021-07-25,$0.95 ,395720,conventional,2021,Las Vegas,NV,286,0.95,395720,286,375934.0
2021-07-25,$1.70 ,13805,organic,2021,Las Vegas,NV,286,1.7,13805,286,23468.5
2021-07-25,$1.25 ,2919896,conventional,2021,Los Angeles,CA,111,1.25,2919896,111,3649870.0
2021-07-25,$1.80 ,133701,organic,2021,Los Angeles,CA,111,1.8,133701,111,240661.80000000002
2021-07-25,$1.01 ,112336,conventional,2021,Louisville,KY,2101,1.01,112336,2101,113459.36
2021-07-25,$2.28 ,5222,organic,2021,Louisville,KY,2101,2.28,5222,2101,11906.16
2021-07-25,$0.96 ,270652,conventional,2021,Nashville,TN,2022,0.96,270652,2022,259825.91999999998
2021-07-25,$1.69 ,14791,organic,2021,Nashville,TN,2022,1.69,14791,2022,24996.79
2021-07-25,$0.86 ,336066,conventional,2021,New Orleans,LA,1954,0.86,336066,1954,289016.76
2021-07-25,$1.20 ,13393,organic,2021,New Orleans,LA,1954,1.2,13393,1954,16071.599999999999
2021-07-25,$1.30 ,1751277,conventional,2021,New York,NY,2794,1.3,1751277,2794,2276660.1
2021-07-25,$1.85 ,91585,organic,2021,New York,NY,2794,1.85,91585,2794,169432.25
2021-07-25,$0.94 ,598430,conventional,2021,Orlando,FL,2617,0.94,598430,2617,562524.2
2021-07-25,$1.47 ,25840,organic,2021,Orlando,FL,2617,1.47,25840,2617,37984.8
