Date,Average_price($/unit) ,Total_Volume (units),Type,Year,City,State,Mileage (miles)
2020-04-26,$1.56 ,513335,conventional,2020,Sacramento, CA,277
2020-04-26,$1.97 ,16066,organic,2020,Sacramento, CA,277
2020-04-26,$1.30 ,521648,conventional,2020,San Diego, CA,253
2020-04-26,$2.05 ,29976,organic,2020,San Diego, CA,253
2020-04-26,$1.68 ,870720,conventional,2020,San Francisco, CA,283
2020-04-26,$1.94 ,38488,organic,2020,San Francisco, CA,283
2020-04-26,$1.53 ,683814,conventional,2020,Seattle, WA,1029
2020-04-26,$2.24 ,57924,organic,2020,Seattle, WA,1029
2020-04-26,$1.35 ,92839,conventional,2020,Spokane, WA,1097
2020-04-26,$2.28 ,3393,organic,2020,Spokane, WA,1097
2020-04-26,$1.13 ,253839,conventional,2020,St. Louis, MO,1841
2020-04-26,$2.49 ,7998,organic,2020,St. Louis, MO,1841
2020-04-26,$1.41 ,103854,conventional,2020,Syracuse, NY,2693
2020-04-26,$1.88 ,3342,organic,2020,Syracuse, NY,2693
2020-04-26,$1.19 ,590369,conventional,2020,Tampa, FL,2636
2020-04-26,$1.42 ,21716,organic,2020,Tampa, FL,2636
2020-05-03,$1.47 ,147828,conventional,2020,Albany, NY,2832
2020-05-03,$1.84 ,3225,organic,2020,Albany, NY,2832
2020-05-03,$1.06 ,1009607,conventional,2020,Atlanta, GA,2199
2020-05-03,$1.78 ,28881,organic,2020,Atlanta, GA,2199
2020-05-03,$1.30 ,1365350,conventional,2020,BaltimoreWashington, MD,2679
2020-05-03,$1.73 ,71921,organic,2020,BaltimoreWashington, MD,2679
2020-05-03,$1.36 ,141255,conventional,2020,Boise, ID,827
2020-05-03,$1.67 ,6265,organic,2020,Boise, ID,827
2020-05-03,$1.58 ,787523,conventional,2020,Boston, MA,2998
2020-05-03,$2.24 ,28075,organic,2020,Boston, MA,2998
2020-05-03,$1.23 ,234049,conventional,2020,BuffaloRochester, NY,2552
2020-05-03,$1.69 ,14988,organic,2020,BuffaloRochester, NY,2552
2020-05-03,$1.00 ,563007,conventional,2020,Charlotte, NC,2428
2020-05-03,$1.56 ,20146,organic,2020,Charlotte, NC,2428
2020-05-03,$0.93 ,1662878,conventional,2020,Chicago, IL,2030
2020-05-03,$1.94 ,75890,organic,2020,Chicago, IL,2030
2020-05-03,$1.09 ,390305,conventional,2020,CincinnatiDayton, OH,2190
2020-05-03,$1.59 ,24537,organic,2020,CincinnatiDayton, OH,2190
2020-05-03,$1.00 ,335577,conventional,2020,Columbus, OH,2261
2020-05-03,$1.87 ,9676,organic,2020,Columbus, OH,2261
2020-05-03,$0.92 ,1764443,conventional,2020,DallasFtWorth, TX,1449
2020-05-03,$1.48 ,31219,organic,2020,DallasFtWorth, TX,1449
2020-05-03,$1.22 ,1248066,conventional,2020,Denver, CO,1032
2020-05-03,$1.72 ,25529,organic,2020,Denver, CO,1032
2020-05-03,$1.12 ,544835,conventional,2020,Detroit, MI,2296
2020-05-03,$1.42 ,27335,organic,2020,Detroit, MI,2296
2020-05-03,$1.64 ,181855,conventional,2020,Grand Rapids, MI,2193
2020-05-03,$1.33 ,10314,organic,2020,Grand Rapids, MI,2193
2020-05-03,$1.24 ,406500,conventional,2020,HarrisburgScranton, PA,2717
2020-05-03,$1.62 ,19045,organic,2020,HarrisburgScranton, PA,2717
2020-05-03,$1.55 ,416800,conventional,2020,HartfordSpringfield, CT,2906
2020-05-03,$2.34 ,12337,organic,2020,HartfordSpringfield, CT,2906
2020-05-03,$0.90 ,1442759,conventional,2020,Houston, TX,1656
2020-05-03,$1.62 ,11931,organic,2020,Houston, TX,1656
2020-05-03,$1.07 ,318887,conventional,2020,Indianapolis, IN,2083
2020-05-03,$1.35 ,17699,organic,2020,Indianapolis, IN,2083
2020-05-03,$1.10 ,316726,conventional,2020,Jacksonville, FL,2440
2020-05-03,$1.59 ,9693,organic,2020,Jacksonville, FL,2440
2020-05-03,$1.09 ,465105,conventional,2020,Las Vegas, NV,286
2020-05-03,$1.66 ,13616,organic,2020,Las Vegas, NV,286
2020-05-03,$1.18 ,3700277,conventional,2020,Los Angeles, CA,111
2020-05-03,$1.91 ,139094,organic,2020,Los Angeles, CA,111
2020-05-03,$1.00 ,162064,conventional,2020,Louisville, KY,2101
2020-05-03,$1.93 ,5265,organic,2020,Louisville, KY,2101
2020-05-03,$0.99 ,371513,conventional,2020,Nashville, TN,2022
2020-05-03,$1.83 ,13518,organic,2020,Nashville, TN,2022
2020-05-03,$0.95 ,396033,conventional,2020,New Orleans, LA,1954
2020-05-03,$1.28 ,10539,organic,2020,New Orleans, LA,1954
2020-05-03,$1.62 ,2033469,conventional,2020,New York, NY,2794
2020-05-03,$2.08 ,77573,organic,2020,New York, NY,2794
2020-05-03,$1.07 ,757301,conventional,2020,Orlando, FL,2617
2020-05-03,$1.57 ,24191,organic,2020,Orlando, FL,2617
2020-05-03,$1.39 ,677087,conventional,2020,Philadelphia, PA,2759
2020-05-03,$1.87 ,37833,organic,2020,Philadelphia, PA,2759
2020-05-03,$0.82 ,1728470,conventional,2020,PhoenixTucson, AZ,482
2020-05-03,$1.58 ,23654,organic,2020,PhoenixTucson, AZ,482
2020-05-03,$0.99 ,200393,conventional,2020,Pittsburgh, PA,2445
2020-05-03,$1.96 ,5765,organic,2020,Pittsburgh, PA,2445
2020-05-03,$1.15 ,924262,conventional,2020,Portland, OR,855
2020-05-03,$1.95 ,45204,organic,2020,Portland, OR,855
2020-05-03,$0.96 ,653308,conventional,2020,RaleighGreensboro, NC,2557
2020-05-03,$1.39 ,30937,organic,2020,RaleighGreensboro, NC,2557
2020-05-03,$0.94 ,487328,conventional,2020,RichmondNorfolk, VA,2632
2020-05-03,$1.42 ,20585,organic,2020,RichmondNorfolk, VA,2632
2020-05-03,$1.03 ,761096,conventional,2020,Sacramento, CA,277
2020-05-03,$1.96 ,15121,organic,2020,Sacramento, CA,277
2020-05-03,$1.09 ,707880,conventional,2020,San Diego, CA,253
2020-05-03,$2.05 ,31569,organic,2020,San Diego, CA,253
2020-05-03,$1.10 ,1337003,conventional,2020,San Francisco, CA,283
2020-05-03,$2.24 ,49968,organic,2020,San Francisco, CA,283
2020-05-03,$1.45 ,759042,conventional,2020,Seattle, WA,1029
2020-05-03,$1.86 ,109394,organic,2020,Seattle, WA,1029
2020-05-03,$1.23 ,109281,conventional,2020,Spokane, WA,1097
2020-05-03,$2.09 ,4305,organic,2020,Spokane, WA,1097
2020-05-03,$1.13 ,265760,conventional,2020,St. Louis, MO,1841
2020-05-03,$2.27 ,7460,organic,2020,St. Louis, MO,1841
2020-05-03,$1.35 ,100348,conventional,2020,Syracuse, NY,2693
2020-05-03,$1.71 ,4661,organic,2020,Syracuse, NY,2693
2020-05-03,$1.08 ,787771,conventional,2020,Tampa, FL,2636
2020-05-03,$1.36 ,20298,organic,2020,Tampa, FL,2636
2020-05-10,$1.32 ,186599,conventional,2020,Albany, NY,2832
2020-05-10,$1.89 ,3988,organic,2020,Albany, NY,2832
2020-05-10,$1.10 ,886430,conventional,2020,Atlanta, GA,2199
2020-05-10,$1.81 ,32343,organic,2020,Atlanta, GA,2199
2020-05-10,$1.25 ,1358590,conventional,2020,BaltimoreWashington, MD,2679
2020-05-10,$1.84 ,68278,organic,2020,BaltimoreWashington, MD,2679
2020-05-10,$1.31 ,140138,conventional,2020,Boise, ID,827
2020-05-10,$1.86 ,5718,organic,2020,Boise, ID,827
2020-05-10,$1.55 ,917621,conventional,2020,Boston, MA,2998
2020-05-10,$2.26 ,31275,organic,2020,Boston, MA,2998
2020-05-10,$1.18 ,285216,conventional,2020,BuffaloRochester, NY,2552
2020-05-10,$1.60 ,14664,organic,2020,BuffaloRochester, NY,2552
2020-05-10,$1.24 ,372757,conventional,2020,Charlotte, NC,2428
2020-05-10,$1.74 ,19587,organic,2020,Charlotte, NC,2428
2020-05-10,$1.46 ,946216,conventional,2020,Chicago, IL,2030
2020-05-10,$1.91 ,80792,organic,2020,Chicago, IL,2030
2020-05-10,$1.08 ,428848,conventional,2020,CincinnatiDayton, OH,2190
2020-05-10,$1.80 ,18306,organic,2020,CincinnatiDayton, OH,2190
2020-05-10,$1.02 ,338328,conventional,2020,Columbus, OH,2261
2020-05-10,$1.81 ,9903,organic,2020,Columbus, OH,2261
2020-05-10,$0.85 ,1950984,conventional,2020,DallasFtWorth, TX,1449
2020-05-10,$1.47 ,35982,organic,2020,DallasFtWorth, TX,1449
2020-05-10,$1.11 ,1413581,conventional,2020,Denver, CO,1032
2020-05-10,$1.69 ,32529,organic,2020,Denver, CO,1032
2020-05-10,$1.10 ,639593,conventional,2020,Detroit, MI,2296
2020-05-10,$1.60 ,23478,organic,2020,Detroit, MI,2296
2020-05-10,$1.31 ,274751,conventional,2020,Grand Rapids, MI,2193
2020-05-10,$1.73 ,6621,organic,2020,Grand Rapids, MI,2193
2020-05-10,$1.26 ,466792,conventional,2020,HarrisburgScranton, PA,2717
2020-05-10,$1.70 ,17798,organic,2020,HarrisburgScranton, PA,2717
2020-05-10,$1.56 ,436505,conventional,2020,HartfordSpringfield, CT,2906
2020-05-10,$2.30 ,16574,organic,2020,HartfordSpringfield, CT,2906
2020-05-10,$0.83 ,1549617,conventional,2020,Houston, TX,1656
2020-05-10,$1.67 ,13784,organic,2020,Houston, TX,1656
2020-05-10,$1.06 ,335364,conventional,2020,Indianapolis, IN,2083
2020-05-10,$1.65 ,10593,organic,2020,Indianapolis, IN,2083
2020-05-10,$1.24 ,234168,conventional,2020,Jacksonville, FL,2440
2020-05-10,$1.53 ,9366,organic,2020,Jacksonville, FL,2440
2020-05-10,$1.07 ,479338,conventional,2020,Las Vegas, NV,286
2020-05-10,$1.69 ,14808,organic,2020,Las Vegas, NV,286
2020-05-10,$1.22 ,3434546,conventional,2020,Los Angeles, CA,111
2020-05-10,$1.88 ,147312,organic,2020,Los Angeles, CA,111
2020-05-10,$1.01 ,167635,conventional,2020,Louisville, KY,2101
2020-05-10,$1.93 ,4818,organic,2020,Louisville, KY,2101
2020-05-10,$1.02 ,360282,conventional,2020,Nashville, TN,2022
2020-05-10,$1.90 ,13588,organic,2020,Nashville, TN,2022
2020-05-10,$1.00 ,398428,conventional,2020,New Orleans, LA,1954
2020-05-10,$1.24 ,9303,organic,2020,New Orleans, LA,1954
2020-05-10,$1.62 ,2327053,conventional,2020,New York, NY,2794
2020-05-10,$2.09 ,103235,organic,2020,New York, NY,2794
2020-05-10,$1.16 ,600876,conventional,2020,Orlando, FL,2617
2020-05-10,$1.56 ,27101,organic,2020,Orlando, FL,2617
2020-05-10,$1.37 ,765325,conventional,2020,Philadelphia, PA,2759
2020-05-10,$1.93 ,39029,organic,2020,Philadelphia, PA,2759
2020-05-10,$0.79 ,1777705,conventional,2020,PhoenixTucson, AZ,482
2020-05-10,$1.55 ,26085,organic,2020,PhoenixTucson, AZ,482
2020-05-10,$1.08 ,162917,conventional,2020,Pittsburgh, PA,2445
2020-05-10,$1.96 ,4940,organic,2020,Pittsburgh, PA,2445
2020-05-10,$1.27 ,804700,conventional,2020,Portland, OR,855
2020-05-10,$1.99 ,45585,organic,2020,Portland, OR,855
2020-05-10,$1.16 ,478403,conventional,2020,RaleighGreensboro, NC,2557
2020-05-10,$1.64 ,25256,organic,2020,RaleighGreensboro, NC,2557
2020-05-10,$1.06 ,421898,conventional,2020,RichmondNorfolk, VA,2632
2020-05-10,$1.51 ,19604,organic,2020,RichmondNorfolk, VA,2632
2020-05-10,$1.44 ,564535,conventional,2020,Sacramento, CA,277
2020-05-10,$2.01 ,15424,organic,2020,Sacramento, CA,277
2020-05-10,$1.20 ,601599,conventional,2020,San Diego, CA,253
2020-05-10,$1.97 ,33833,organic,2020,San Diego, CA,253
2020-05-10,$1.66 ,909317,conventional,2020,San Francisco, CA,283
2020-05-10,$2.20 ,55303,organic,2020,San Francisco, CA,283
2020-05-10,$1.58 ,678499,conventional,2020,Seattle, WA,1029
2020-05-10,$1.87 ,110035,organic,2020,Seattle, WA,1029
2020-05-10,$1.26 ,97103,conventional,2020,Spokane, WA,1097
2020-05-10,$2.14 ,5055,organic,2020,Spokane, WA,1097
2020-05-10,$1.12 ,281574,conventional,2020,St. Louis, MO,1841
2020-05-10,$2.31 ,7758,organic,2020,St. Louis, MO,1841
2020-05-10,$1.26 ,121640,conventional,2020,Syracuse, NY,2693
2020-05-10,$1.59 ,5188,organic,2020,Syracuse, NY,2693
2020-05-10,$1.15 ,601691,conventional,2020,Tampa, FL,2636
2020-05-10,$1.35 ,22518,organic,2020,Tampa, FL,2636
2020-05-17,$1.52 ,155788,conventional,2020,Albany, NY,2832
2020-05-17,$1.80 ,3139,organic,2020,Albany, NY,2832
2020-05-17,$1.09 ,881595,conventional,2020,Atlanta, GA,2199
2020-05-17,$1.83 ,27214,organic,2020,Atlanta, GA,2199
2020-05-17,$1.41 ,1127335,conventional,2020,BaltimoreWashington, MD,2679
2020-05-17,$1.88 ,62926,organic,2020,BaltimoreWashington, MD,2679
2020-05-17,$1.35 ,123393,conventional,2020,Boise, ID,827
2020-05-17,$2.04 ,5458,organic,2020,Boise, ID,827
2020-05-17,$1.61 ,767979,conventional,2020,Boston, MA,2998
2020-05-17,$2.18 ,32007,organic,2020,Boston, MA,2998
2020-05-17,$1.24 ,223794,conventional,2020,BuffaloRochester, NY,2552
2020-05-17,$1.65 ,11781,organic,2020,BuffaloRochester, NY,2552
2020-05-17,$1.25 ,397500,conventional,2020,Charlotte, NC,2428
2020-05-17,$1.71 ,18923,organic,2020,Charlotte, NC,2428
2020-05-17,$1.57 ,855488,conventional,2020,Chicago, IL,2030
2020-05-17,$2.02 ,63391,organic,2020,Chicago, IL,2030
2020-05-17,$1.30 ,332877,conventional,2020,CincinnatiDayton, OH,2190
2020-05-17,$2.20 ,11583,organic,2020,CincinnatiDayton, OH,2190
2020-05-17,$1.21 ,270401,conventional,2020,Columbus, OH,2261
2020-05-17,$2.00 ,7277,organic,2020,Columbus, OH,2261
2020-05-17,$0.93 ,1748631,conventional,2020,DallasFtWorth, TX,1449
2020-05-17,$1.52 ,36362,organic,2020,DallasFtWorth, TX,1449
2020-05-17,$1.21 ,1080457,conventional,2020,Denver, CO,1032
2020-05-17,$1.82 ,25017,organic,2020,Denver, CO,1032
2020-05-17,$1.37 ,449857,conventional,2020,Detroit, MI,2296
2020-05-17,$1.64 ,20977,organic,2020,Detroit, MI,2296
2020-05-17,$1.48 ,195757,conventional,2020,Grand Rapids, MI,2193
2020-05-17,$1.24 ,7674,organic,2020,Grand Rapids, MI,2193
2020-05-17,$1.24 ,415717,conventional,2020,HarrisburgScranton, PA,2717
2020-05-17,$1.62 ,19413,organic,2020,HarrisburgScranton, PA,2717
2020-05-17,$1.61 ,392579,conventional,2020,HartfordSpringfield, CT,2906
2020-05-17,$2.15 ,19003,organic,2020,HartfordSpringfield, CT,2906
2020-05-17,$0.96 ,1324808,conventional,2020,Houston, TX,1656
2020-05-17,$1.78 ,12324,organic,2020,Houston, TX,1656
2020-05-17,$1.22 ,281459,conventional,2020,Indianapolis, IN,2083
2020-05-17,$1.93 ,6983,organic,2020,Indianapolis, IN,2083
2020-05-17,$1.25 ,238561,conventional,2020,Jacksonville, FL,2440
2020-05-17,$1.59 ,15706,organic,2020,Jacksonville, FL,2440
2020-05-17,$1.07 ,409301,conventional,2020,Las Vegas, NV,286
2020-05-17,$1.72 ,15239,organic,2020,Las Vegas, NV,286
2020-05-17,$1.28 ,3058601,conventional,2020,Los Angeles, CA,111
2020-05-17,$2.07 ,141854,organic,2020,Los Angeles, CA,111
2020-05-17,$1.11 ,146379,conventional,2020,Louisville, KY,2101
2020-05-17,$2.20 ,3231,organic,2020,Louisville, KY,2101
2020-05-17,$1.05 ,341198,conventional,2020,Nashville, TN,2022
2020-05-17,$2.07 ,8801,organic,2020,Nashville, TN,2022
2020-05-17,$1.06 ,355117,conventional,2020,New Orleans, LA,1954
2020-05-17,$1.29 ,10870,organic,2020,New Orleans, LA,1954
2020-05-17,$1.63 ,2009674,conventional,2020,New York, NY,2794
2020-05-17,$1.90 ,130573,organic,2020,New York, NY,2794
2020-05-17,$1.17 ,593301,conventional,2020,Orlando, FL,2617
2020-05-17,$1.57 ,30357,organic,2020,Orlando, FL,2617
2020-05-17,$1.39 ,667961,conventional,2020,Philadelphia, PA,2759
2020-05-17,$1.87 ,37190,organic,2020,Philadelphia, PA,2759
2020-05-17,$0.97 ,1330862,conventional,2020,PhoenixTucson, AZ,482
2020-05-17,$1.58 ,24692,organic,2020,PhoenixTucson, AZ,482
2020-05-17,$0.97 ,189755,conventional,2020,Pittsburgh, PA,2445
2020-05-17,$1.80 ,6426,organic,2020,Pittsburgh, PA,2445
2020-05-17,$1.21 ,747810,conventional,2020,Portland, OR,855
2020-05-17,$2.31 ,37536,organic,2020,Portland, OR,855
2020-05-17,$1.15 ,489497,conventional,2020,RaleighGreensboro, NC,2557
2020-05-17,$1.60 ,27852,organic,2020,RaleighGreensboro, NC,2557
2020-05-17,$1.06 ,402434,conventional,2020,RichmondNorfolk, VA,2632
2020-05-17,$1.49 ,17268,organic,2020,RichmondNorfolk, VA,2632
2020-05-17,$1.43 ,553531,conventional,2020,Sacramento, CA,277
2020-05-17,$2.00 ,16189,organic,2020,Sacramento, CA,277
2020-05-17,$1.24 ,550083,conventional,2020,San Diego, CA,253
2020-05-17,$2.18 ,32505,organic,2020,San Diego, CA,253
2020-05-17,$1.67 ,919806,conventional,2020,San Francisco, CA,283
2020-05-17,$2.13 ,64570,organic,2020,San Francisco, CA,283
2020-05-17,$1.60 ,616090,conventional,2020,Seattle, WA,1029
2020-05-17,$2.23 ,66679,organic,2020,Seattle, WA,1029
2020-05-17,$1.31 ,85706,conventional,2020,Spokane, WA,1097
2020-05-17,$2.20 ,4048,organic,2020,Spokane, WA,1097
2020-05-17,$1.11 ,248723,conventional,2020,St. Louis, MO,1841
2020-05-17,$2.27 ,6833,organic,2020,St. Louis, MO,1841
2020-05-17,$1.39 ,100622,conventional,2020,Syracuse, NY,2693
2020-05-17,$1.66 ,4370,organic,2020,Syracuse, NY,2693
2020-05-17,$1.17 ,590684,conventional,2020,Tampa, FL,2636
2020-05-17,$1.38 ,25011,organic,2020,Tampa, FL,2636
2020-05-24,$1.47 ,156585,conventional,2020,Albany, NY,2832
2020-05-24,$1.89 ,3106,organic,2020,Albany, NY,2832
2020-05-24,$1.03 ,945472,conventional,2020,Atlanta, GA,2199
2020-05-24,$1.85 ,26818,organic,2020,Atlanta, GA,2199
2020-05-24,$1.40 ,1185294,conventional,2020,BaltimoreWashington, MD,2679
2020-05-24,$1.65 ,63540,organic,2020,BaltimoreWashington, MD,2679
2020-05-24,$1.36 ,133168,conventional,2020,Boise, ID,827
2020-05-24,$2.02 ,5854,organic,2020,Boise, ID,827
2020-05-24,$1.59 ,796384,conventional,2020,Boston, MA,2998
2020-05-24,$2.16 ,34311,organic,2020,Boston, MA,2998
2020-05-24,$1.23 ,244016,conventional,2020,BuffaloRochester, NY,2552
2020-05-24,$1.63 ,14304,organic,2020,BuffaloRochester, NY,2552
2020-05-24,$1.22 ,403581,conventional,2020,Charlotte, NC,2428
2020-05-24,$1.67 ,19137,organic,2020,Charlotte, NC,2428
2020-05-24,$1.43 ,1024034,conventional,2020,Chicago, IL,2030
2020-05-24,$2.12 ,44069,organic,2020,Chicago, IL,2030
2020-05-24,$1.29 ,360372,conventional,2020,CincinnatiDayton, OH,2190
2020-05-24,$2.22 ,11992,organic,2020,CincinnatiDayton, OH,2190
2020-05-24,$1.14 ,284648,conventional,2020,Columbus, OH,2261
2020-05-24,$2.00 ,8332,organic,2020,Columbus, OH,2261
2020-05-24,$0.90 ,1912313,conventional,2020,DallasFtWorth, TX,1449
2020-05-24,$1.50 ,37614,organic,2020,DallasFtWorth, TX,1449
2020-05-24,$1.20 ,1205767,conventional,2020,Denver, CO,1032
2020-05-24,$1.84 ,24698,organic,2020,Denver, CO,1032
2020-05-24,$1.20 ,545750,conventional,2020,Detroit, MI,2296
2020-05-24,$1.65 ,20127,organic,2020,Detroit, MI,2296
2020-05-24,$1.38 ,240897,conventional,2020,Grand Rapids, MI,2193
2020-05-24,$1.69 ,6155,organic,2020,Grand Rapids, MI,2193
2020-05-24,$1.18 ,461749,conventional,2020,HarrisburgScranton, PA,2717
2020-05-24,$1.71 ,15908,organic,2020,HarrisburgScranton, PA,2717
2020-05-24,$1.60 ,410599,conventional,2020,HartfordSpringfield, CT,2906
2020-05-24,$2.25 ,17547,organic,2020,HartfordSpringfield, CT,2906
2020-05-24,$0.94 ,1465732,conventional,2020,Houston, TX,1656
2020-05-24,$1.75 ,11897,organic,2020,Houston, TX,1656
2020-05-24,$1.18 ,304336,conventional,2020,Indianapolis, IN,2083
2020-05-24,$1.98 ,7036,organic,2020,Indianapolis, IN,2083
2020-05-24,$1.10 ,282198,conventional,2020,Jacksonville, FL,2440
2020-05-24,$1.55 ,9704,organic,2020,Jacksonville, FL,2440
2020-05-24,$0.98 ,485189,conventional,2020,Las Vegas, NV,286
2020-05-24,$1.74 ,15234,organic,2020,Las Vegas, NV,286
2020-05-24,$1.25 ,3299027,conventional,2020,Los Angeles, CA,111
2020-05-24,$2.28 ,140329,organic,2020,Los Angeles, CA,111
2020-05-24,$0.87 ,181845,conventional,2020,Louisville, KY,2101
2020-05-24,$1.95 ,3996,organic,2020,Louisville, KY,2101
2020-05-24,$0.96 ,377087,conventional,2020,Nashville, TN,2022
2020-05-24,$1.81 ,11667,organic,2020,Nashville, TN,2022
2020-05-24,$0.98 ,378258,conventional,2020,New Orleans, LA,1954
2020-05-24,$1.25 ,11976,organic,2020,New Orleans, LA,1954
2020-05-24,$1.62 ,2174768,conventional,2020,New York, NY,2794
2020-05-24,$1.94 ,124412,organic,2020,New York, NY,2794
2020-05-24,$1.07 ,667037,conventional,2020,Orlando, FL,2617
2020-05-24,$1.49 ,29033,organic,2020,Orlando, FL,2617
2020-05-24,$1.35 ,723368,conventional,2020,Philadelphia, PA,2759
2020-05-24,$1.89 ,37087,organic,2020,Philadelphia, PA,2759
2020-05-24,$0.81 ,1689507,conventional,2020,PhoenixTucson, AZ,482
2020-05-24,$1.59 ,26895,organic,2020,PhoenixTucson, AZ,482
2020-05-24,$1.29 ,135737,conventional,2020,Pittsburgh, PA,2445
2020-05-24,$1.73 ,8463,organic,2020,Pittsburgh, PA,2445
2020-05-24,$1.23 ,797271,conventional,2020,Portland, OR,855
2020-05-24,$2.31 ,35770,organic,2020,Portland, OR,855
2020-05-24,$1.17 ,498245,conventional,2020,RaleighGreensboro, NC,2557
2020-05-24,$1.65 ,25370,organic,2020,RaleighGreensboro, NC,2557
2020-05-24,$1.09 ,406883,conventional,2020,RichmondNorfolk, VA,2632
2020-05-24,$1.51 ,17565,organic,2020,RichmondNorfolk, VA,2632
2020-05-24,$1.48 ,544952,conventional,2020,Sacramento, CA,277
2020-05-24,$2.08 ,18140,organic,2020,Sacramento, CA,277
2020-05-24,$1.22 ,605705,conventional,2020,San Diego, CA,253
2020-05-24,$2.34 ,31296,organic,2020,San Diego, CA,253
2020-05-24,$1.57 ,951713,conventional,2020,San Francisco, CA,283
2020-05-24,$2.21 ,71563,organic,2020,San Francisco, CA,283
2020-05-24,$1.55 ,660035,conventional,2020,Seattle, WA,1029
2020-05-24,$2.21 ,65010,organic,2020,Seattle, WA,1029
2020-05-24,$1.30 ,93299,conventional,2020,Spokane, WA,1097
2020-05-24,$2.42 ,4131,organic,2020,Spokane, WA,1097
2020-05-24,$1.10 ,249272,conventional,2020,St. Louis, MO,1841
2020-05-24,$2.28 ,6809,organic,2020,St. Louis, MO,1841
2020-05-24,$1.34 ,106037,conventional,2020,Syracuse, NY,2693
2020-05-24,$1.63 ,5251,organic,2020,Syracuse, NY,2693
2020-05-24,$1.08 ,692814,conventional,2020,Tampa, FL,2636
2020-05-24,$1.32 ,24927,organic,2020,Tampa, FL,2636
2020-05-31,$1.53 ,184145,conventional,2020,Albany, NY,2832
2020-05-31,$1.81 ,2912,organic,2020,Albany, NY,2832
2020-05-31,$1.11 ,835800,conventional,2020,Atlanta, GA,2199
2020-05-31,$2.03 ,26805,organic,2020,Atlanta, GA,2199
2020-05-31,$1.40 ,1160965,conventional,2020,BaltimoreWashington, MD,2679
2020-05-31,$1.90 ,56727,organic,2020,BaltimoreWashington, MD,2679
2020-05-31,$1.37 ,126579,conventional,2020,Boise, ID,827
2020-05-31,$1.99 ,5315,organic,2020,Boise, ID,827
2020-05-31,$1.60 ,790633,conventional,2020,Boston, MA,2998
2020-05-31,$2.13 ,31834,organic,2020,Boston, MA,2998
2020-05-31,$1.22 ,240284,conventional,2020,BuffaloRochester, NY,2552
2020-05-31,$1.73 ,12396,organic,2020,BuffaloRochester, NY,2552
2020-05-31,$1.25 ,390538,conventional,2020,Charlotte, NC,2428
2020-05-31,$1.72 ,19091,organic,2020,Charlotte, NC,2428
2020-05-31,$1.12 ,1315390,conventional,2020,Chicago, IL,2030
2020-05-31,$2.05 ,44720,organic,2020,Chicago, IL,2030
2020-05-31,$1.13 ,365785,conventional,2020,CincinnatiDayton, OH,2190
2020-05-31,$1.97 ,15742,organic,2020,CincinnatiDayton, OH,2190
2020-05-31,$0.97 ,302920,conventional,2020,Columbus, OH,2261
2020-05-31,$1.88 ,9801,organic,2020,Columbus, OH,2261
2020-05-31,$0.79 ,1933902,conventional,2020,DallasFtWorth, TX,1449
2020-05-31,$1.52 ,42853,organic,2020,DallasFtWorth, TX,1449
2020-05-31,$1.08 ,1217169,conventional,2020,Denver, CO,1032
2020-05-31,$1.91 ,33495,organic,2020,Denver, CO,1032
2020-05-31,$1.15 ,512862,conventional,2020,Detroit, MI,2296
2020-05-31,$1.60 ,24146,organic,2020,Detroit, MI,2296
2020-05-31,$1.61 ,195219,conventional,2020,Grand Rapids, MI,2193
2020-05-31,$1.73 ,7345,organic,2020,Grand Rapids, MI,2193
2020-05-31,$1.15 ,508102,conventional,2020,HarrisburgScranton, PA,2717
2020-05-31,$1.68 ,13512,organic,2020,HarrisburgScranton, PA,2717
2020-05-31,$1.45 ,463763,conventional,2020,HartfordSpringfield, CT,2906
2020-05-31,$2.31 ,15843,organic,2020,HartfordSpringfield, CT,2906
2020-05-31,$0.86 ,1488116,conventional,2020,Houston, TX,1656
2020-05-31,$1.61 ,12502,organic,2020,Houston, TX,1656
2020-05-31,$1.10 ,308132,conventional,2020,Indianapolis, IN,2083
2020-05-31,$1.83 ,8878,organic,2020,Indianapolis, IN,2083
2020-05-31,$1.22 ,232750,conventional,2020,Jacksonville, FL,2440
2020-05-31,$1.76 ,8998,organic,2020,Jacksonville, FL,2440
2020-05-31,$1.11 ,395834,conventional,2020,Las Vegas, NV,286
2020-05-31,$1.70 ,11909,organic,2020,Las Vegas, NV,286
2020-05-31,$1.16 ,3562236,conventional,2020,Los Angeles, CA,111
2020-05-31,$2.10 ,127502,organic,2020,Los Angeles, CA,111
2020-05-31,$0.91 ,159165,conventional,2020,Louisville, KY,2101
2020-05-31,$1.86 ,4802,organic,2020,Louisville, KY,2101
2020-05-31,$1.01 ,343774,conventional,2020,Nashville, TN,2022
2020-05-31,$1.81 ,13075,organic,2020,Nashville, TN,2022
2020-05-31,$0.97 ,377386,conventional,2020,New Orleans, LA,1954
2020-05-31,$1.29 ,11629,organic,2020,New Orleans, LA,1954
2020-05-31,$1.33 ,2796116,conventional,2020,New York, NY,2794
2020-05-31,$1.94 ,103132,organic,2020,New York, NY,2794
2020-05-31,$1.15 ,582916,conventional,2020,Orlando, FL,2617
2020-05-31,$1.53 ,28262,organic,2020,Orlando, FL,2617
2020-05-31,$1.19 ,839460,conventional,2020,Philadelphia, PA,2759
